Compound_Name,(-)-Caryophyllene oxide,.alpha.-Amyrin,.beta.-Cryptoxanthin,.beta.-Sitosterol,3-Hydroxyechinenone,"8'-Apo-.beta.-carotenal, all-trans-",AEG(o-30:2),AEG(o-32:2),AEG(o-34:4),AEG(o-34:5),AEG(o-36:6),Antheraxanthin,CL(72:8),Cer(24:1),Cycloartenol acetate,DG(18:0),DG(18:3),DG(20:1),DG(24:0),DG(32:0),DG(34:0),DG(34:1),DG(34:2),DG(34:3),DG(34:4),DG(36:0),DG(36:2),DG(36:3),DG(36:4),DG(36:5),DG(36:6),DGDG(34:1),DGDG(34:2),DGDG(34:3),DGDG(36:2),DGDG(36:3),DGDG(36:5),DGDG(36:6),Diadinochrome,GalCer(d18:3),GalCer(d20:3),GalCer(d22:3),Ginsenoside F1,LPC(16:0),LPC(18:3),LPE(16:0),Lanosterol,Lupeol,Lutein,Lycopene,MG(12:0),MG(16:0),MG(16:1),MG(18:0),MG(18:1),MG(18:2),MG(18:3),MG(20:4),MGDG(34:1),MGDG(34:3),MGDG(36:4),MGDG(36:5),MGDG(36:6),"NCGC00380867-01_C27H46O9_9,12,15-Octadecatrienoic acid, 3-(hexopyranosyloxy)-2-hydroxypropyl ester,(9Z,12Z,15Z)-",Nostoxanthin,PA(34:2),PC(18:2),PC(18:3),PC(32:0),PC(32:1),PC(32:2),PC(32:3),PC(34:0),PC(34:1),PC(34:2),PC(34:3),PC(34:4),PC(36:2),PC(36:3),PC(36:4),PC(36:5),PC(36:6),PC(38:2),PC(38:3),PC(38:5),PC(38:6),PC(40:2),PC(42:1),PC(42:2),PE(16:0),PE(18:2),PE(24:0),PE(34:0),PE(34:1),PE(34:2),PE(34:3),PE(36:2),PE(36:3),PE(36:4),PE(36:5),PE(36:6),PG(16:0),PG(34:1),PS(36:2),PS(38:4),Phytosphingosine,SPB 18:0;2OH,SQDG(30:0),SQDG(32:0),SQDG(34:0),SQDG(34:1),SQDG(34:2),SQDG(34:3),SQDG(34:4),SQDG(36:3),SQDG(36:4),SQDG(36:5),SQDG(36:6),Sphinganine,TG(30:0),TG(36:0),TG(38:0),TG(40:0),TG(40:1),TG(42:0),TG(42:1),TG(42:2),TG(44:0),TG(44:1),TG(44:2),TG(44:3),TG(46:0),TG(46:1),TG(46:2),TG(46:3),TG(48:0),TG(48:1),TG(48:2),TG(48:3),TG(48:4),TG(48:5),TG(50:1),TG(50:2),TG(50:3),TG(50:4),TG(50:5),TG(50:6),TG(52:1),TG(52:2),TG(52:3),TG(52:4),TG(52:5),TG(52:6),TG(54:1),TG(54:2),TG(54:3),TG(54:4),TG(54:5),TG(54:6),TG(54:7),TG(54:8),TG(54:9),TG(56:1),TG(56:2),TG(56:3),TG(56:4),TG(56:5),TG(56:6),TG(56:8),TG(58:2),TG(58:3),TG(58:4),TG(58:5),TG(60:2),TG(60:3),TG(60:4),TG(60:5),TG(60:6),TG(62:5),Ubidecarenone,Ubiquinone 9,Vitamin K1,Zeaxanthin,"[2,3-dihydroxypropoxy][3-(hexadecanoyloxy)-2-[octadec-9-enoyloxy]propoxy]phosphinic acid",alpha-Tocopherol,beta-Carotene,beta-Zeacarotene,gamma-sitosterol,gibberellic acid,FA(18:4),FA(22:0) amide,FA(22:1),FA(22:1) amide,Oxo fatty acid (18:3),Hydroperoxy fatty acid (18:3),"(10E,15E)-9,12,13-trihydroxyoctadeca-10,15-dienoic acid"
PI656098,5461.522452,240442.1945,1139797.648,104111.7051,59003.78351,30413.56069,2718.181457,607063.0173,1061135.133,1155986.755,95263.51578,306052.7132,8819.311231,7014.890791,60380.05885,201207.5942,18520805.4,182701.9041,2437510.995,341954.3762,4818.824091,1761340.157,1526716.39,850627.8915,24093.37955,131971.9152,60764.18402,199530.686,1641176.617,502843.8109,897104.0442,363806.6477,967703.7589,10778537.95,209225.3138,1596905.603,470135.6408,26611872.05,369329.3407,190355.753,172664.1713,16621.47908,2524.136198,89456.93918,43761.65112,17680.43061,251795.4593,247673.7841,615534.3918,1476363.815,527854.5179,403530.9368,63599.23344,316013.057,774206.9166,159451.9025,2411908.946,269.6614648,52329.98659,5453985.23,2619450.765,5472104.11,107043000.3,125021.7936,37734.27354,104334.8248,68347.83196,14587.21635,268549.4355,20454.63681,80364.1705,24314.13166,10848924.45,8260545.797,28367520.89,5341938.399,32064.36432,2313926.774,2368214.768,5255966.844,5113174.849,887615.4175,164800.5113,51461.88879,69957.23828,95798.4071,1607.190636,3235.951886,46919.6643,8840.215379,12425.11909,237601.623,61127.71465,1847012.823,8668235.645,807835.8549,747538.2841,84969.52375,3663198.944,1152242.764,54720.617,406793.1264,825108.431,15546.23841,17290.07652,92521.28514,19420.28496,13766.68736,1507212.871,22494.62027,72862.56359,279960.3017,4979610.103,34595.57113,239158.2066,144488.1547,305228.3316,2770335.587,9710.142632,90835.60407,2497136.257,2150669.032,473613.8371,14433.94539,818528.7424,30391.14878,32963.40769,195099.897,93413.97841,12641.26926,7124.744545,71552.20518,101123.6799,55234.13922,7744.404289,72279.24526,40515.05018,35659.9164,31286.1087,5532.137428,13285.38616,70625.26732,201419.2742,90413.99456,12582.3141,7692.83028,5096.97307,34029.83882,191915.4874,444615.6277,457965.8769,587819.5545,362542.3836,13655.69324,15644.80704,109068.1719,172518.7804,217619.8618,493178.3738,1547881.197,479253.7557,202326.6185,24726.05541,4434.510342,3979.979752,14375.56671,14790.43965,15135.47293,4851.435696,3197.330594,2164.212626,2861.516627,3029.85903,897.8588067,1215.964616,4464.739626,6654.610945,2668.388345,607.5784555,33238.88526,131210.9558,108325.7811,1025890.582,38592.11814,116666.7052,9841861.365,535866.9384,13152.20236,26884.01651,158919.4787,9116.69401,45224.74498,2922865.881,174910.2456,50336.70498,21864.10725
PI597976,4819.063187,569515.0885,1414040.721,161624.4974,82431.94883,35341.28449,2746.411753,888248.0015,1609742.061,1725421.557,153606.9064,359238.3355,13196.53395,8720.661536,135662.6863,284153.5409,25560860.5,249141.4501,2773170.985,668974.0745,11511.65976,2754258.688,2474441.518,1389725.534,55753.21113,184742.1736,75036.38769,252828.0122,2450722.179,743418.0071,1381644.171,694598.6989,1933666.901,17665160.51,353709.4985,2457351.418,801717.3107,38097369.64,562211.6052,277986.2813,248799.4546,23928.50328,2541.7459,155268.1377,77935.36711,34112.05073,525915.7775,562548.6899,807113.8716,1988319.491,836772.4454,643095.6338,41142.10244,615032.3662,1081999.297,296417.784,3608362.839,631.6312514,65571.78822,10547270.41,4528545.125,10608606.71,146199636.2,275414.0291,67896.06636,238352.2632,128008.2373,25978.45525,331847.444,24749.18981,89542.65616,26392.99406,13721881.78,12012468.32,35970838.13,7538941.777,46099.05783,2926751.848,3205306.205,7315261.086,7257736.003,1321862.206,227463.5344,82347.68776,101057.3911,129384.155,2268.011492,5853.176902,62908.71647,17056.02541,23163.94204,336399.7756,64369.8145,2432285.018,12610213.07,1076129.457,883320.8152,100290.0551,4880810.783,1523128.195,71714.3306,608693.1758,999865.5103,19612.51456,32065.21416,115599.9873,23013.05622,24601.98334,2131569.136,38409.97545,87863.17957,388310.2997,7305011.428,52723.52273,314791.2977,194120.4337,431171.0757,3839123.393,11506.52927,95773.11269,1944026.593,1420769.523,407672.2144,10871.34195,646664.4638,22725.60379,25413.5224,149749.7911,70024.35375,9879.752506,4567.973206,60606.61163,84157.05615,41500.09271,8454.529777,89390.84409,37556.25183,32027.13975,32327.85045,6091.366196,12391.36147,92025.66022,264554.5487,125692.9209,16919.54783,7569.781834,4809.472645,49788.7615,303890.1362,773906.1792,642199.7044,730860.7075,483565.7594,23047.34496,42305.516,226620.6276,319487.5194,367905.9617,658210.1059,1877837.624,554074.8624,243291.6636,21702.4241,5880.471331,5609.9676,17015.4622,16244.60767,20890.37089,7367.431762,3835.363629,3694.902077,2648.273357,2742.299477,837.6074793,1760.666314,5028.031347,7718.943602,3326.293786,741.1234574,53868.14583,174136.0866,167061.8119,1345189.75,36622.40526,154069.4124,11872535.5,735481.1627,20374.90802,25672.95197,127921.2804,17903.13381,63733.89057,4274322.506,137665.3656,45984.77446,19306.42803
PI656081,12773.07788,446114.682,1379828.701,200135.5296,115432.5748,34015.75779,10188.64491,988934.6775,1431651.776,1678946.424,98841.8721,902565.445,17483.26722,25094.59055,112553.271,400433.5243,28370025.32,261585.7539,2809341.667,647032.0248,9863.885791,2563818.557,2416131.387,2133021.212,75476.48799,255043.6112,68884.89001,190419.1885,2256498.056,982795.0728,2396536.086,657131.9417,1744807.723,21221594.89,277409.2628,2757983.222,683760.4694,43590651.96,696031.8811,319768.8363,320672.6935,35605.36537,5955.454352,266216.7019,169807.3732,35948.48016,473408.1574,466332.0968,1343297.03,1658713.947,810487.6181,668539.4401,87589.02806,713049.3037,1106871.705,222084.9464,3708394.637,1586.337448,67762.49291,11394915.94,3803337.184,8487267.944,158212755.5,250251.4545,95691.64608,244342.3692,124968.9694,56602.45224,387756.8623,36344.16592,107732.4171,36077.70681,18216357.99,9385541.83,47264182.15,13043533.22,61571.05193,2632127.482,3027022.399,7350181.904,10050117.18,2302153.902,232196.4872,66559.83602,121546.3011,103164.564,2470.77096,4472.486658,61465.74703,17974.24261,15625.81789,331221.7049,57188.87421,2890191.131,13721877,1834238.171,1106077.383,98103.58746,6141950.792,2355664.579,162586.018,593662.1827,1063245.376,13650.68912,35462.45585,189971.315,38447.72282,34521.16612,3447760.54,49759.8625,115979.152,240952.9269,10525760.17,58739.84228,426638.48,199397.1759,450441.5781,5602122.344,19223.86168,84646.13277,1669551.456,1215780.805,365204.213,9410.277336,569342.1038,19994.59237,24330.08633,137564.9203,60137.84498,9073.475671,4413.541701,60014.19432,83122.33716,48877.85132,20951.80908,89037.45803,38653.26083,33012.87233,35344.10215,5584.088327,31495.66336,89827.85417,345447.5626,231976.3953,10811.14361,13056.2067,10616.78722,49518.8475,330324.9713,772129.1838,651716.8252,1044299.38,1011527.015,26363.51241,40318.02921,226653.8044,320162.3216,395576.3061,651518.4103,2333455.538,862690.315,475995.7777,31726.05813,6444.234323,6754.272627,15368.64637,17757.69549,17721.60534,10007.09799,4314.606672,4870.702592,2990.496718,3808.988353,2106.864353,890.6245914,4747.628529,9857.301992,6545.060265,664.1366164,83722.86736,259838.1246,213661.545,2238827.995,49072.0798,201008.2625,13583840.5,864395.4203,17921.70237,17944.44808,209916.1177,6285.563558,32671.4758,2325600.055,422283.0112,120790.556,50996.94902
PI576437,5707.927559,423401.4956,1019955.365,175893.0743,81883.76086,30840.99265,4985.98849,801048.3284,1422115.71,1241980.116,90697.10431,531712.554,15303.95463,8546.464526,91856.50054,325152.262,26547038.2,258548.7962,2904336.006,422734.7949,9137.270717,2374460.468,2110977.327,1322373.081,27425.46324,220719.6707,72197.57862,202158.9553,2198993.16,822442.5377,1492932.701,515589.0425,1202208.63,17652380.84,261775.5993,2548760.668,617253.194,40246044.76,682800.4628,294811.1126,287042.7167,32971.89681,2618.188859,156039.8777,73704.24657,26401.21707,427196.7215,431381.0041,846729.851,2306832.294,841134.0891,555853.7044,36692.44538,656036.8365,1148333.062,193092.5525,3538124.315,312.9580072,93365.79271,9173075.581,3541180.634,8452508.893,151891609.9,145497.7035,78171.4437,54008.45372,114863.2212,24568.08178,505236.0042,40812.53746,150953.1491,59245.71807,23721713.41,19792728,62440010.63,15666436.79,78621.57157,5655390.036,5252343.328,12177863.04,12265107.58,2677292.922,274760.0372,92212.18159,151562.5905,149958.4406,3209.900334,4895.15483,87877.6811,13200.6111,21664.86264,328280.2462,60166.54605,3491941.007,17166002.31,1742512.634,1171474.083,133921.0364,7599977.998,2866149.183,163156.4931,565558.942,1290798.609,32074.51837,60589.46818,176373.3819,23772.38074,21651.74539,2565579.08,43040.14393,119995.9657,316816.5469,7836192.78,58657.26922,377055.8955,190644.9764,444371.0943,4510177.089,11886.19065,47208.79402,1042890.171,711970.5053,193947.7639,6465.382951,312731.9538,13372.5994,17280.72949,83646.1334,39166.51703,4560.901871,5735.819614,38614.56498,59123.58599,28539.81919,24580.36174,67142.61849,27763.47286,27465.65857,28838.83183,9048.966858,37179.43549,68753.03576,218473.9588,122366.8737,20971.65397,15667.898,19917.00229,38997.69158,256244.4661,660981.1312,621323.9277,943769.4611,745432.1865,18446.32747,35936.04294,192993.7336,295707.465,355148.4849,800282.8568,3273042.114,1146550.345,490213.7274,33822.51378,4891.072828,4963.023993,13243.52167,13344.03551,19202.95976,10179.27959,3145.615138,2021.194957,2195.442625,1781.326714,1071.953444,819.0506541,3193.270977,5692.357502,3003.19579,440.6174345,60173.1754,208146.3869,182630.3375,1411216.548,65200.95347,384270.65,12862403.46,841130.699,16317.52398,18230.2212,136049.7851,5311.290266,35436.06228,1927897.116,154504.279,47101.8318,20426.76111
PI655970,7027.177965,272796.5163,1186799.356,132546.4329,67386.18345,23530.47106,2750.369432,780001.1824,1352124.462,1523011.376,53172.13544,390566.4226,14641.47231,6979.491743,68582.08697,299172.2319,23814376.32,224596.0743,2697152.183,416207.8559,9916.336381,2198263.85,1973201.298,1149153.791,22770.28019,177194.2299,69100.92554,216928.477,2034247.407,667550.7863,1104323.155,676514.1624,1734111.311,15198865.34,313316.8058,2224123.332,696106.1088,34186619.36,418133.345,287854.7054,235323.075,32925.9099,2694.463844,121836.61,59274.71359,18385.87923,277305.9598,278934.0867,668801.9233,1992913.111,679555.271,504414.9467,27611.09574,539328.7161,923151.6312,163826.9172,2802639.364,216.7187496,93864.60655,7914070.543,4141258.785,7372169.812,136031418,87619.61848,59425.57298,79751.83149,70933.85779,19758.238,449290.8761,39757.47505,167608.315,31301.15572,18574419.04,15455883.55,49374307.5,8190787.966,61468.19292,3922046.882,3833689.549,8511273.411,10331480.83,1403888.997,298786.4314,92536.01215,176463.932,260473.549,2379.622663,4589.019588,92339.51942,9192.939226,10676.51091,279514.3345,87072.49886,3534632.177,14798927.87,1403404.888,1169441.289,130929.3193,7345314.474,2212893.582,95412.82734,592882.7544,1478155.659,16088.11363,26494.50413,106421.9714,22607.49749,21468.98444,2431618.798,40444.13731,143569.9639,448053.9462,7031146.317,49293.13424,323523.6769,222562.3721,457092.4377,3732520.577,11303.74827,46599.25793,922192.312,698632.4158,182061.0759,5332.956896,290848.9261,11117.89585,12879.48158,67483.80807,34233.82618,5036.253086,3279.292758,29273.14407,42489.73267,29826.41049,7979.291722,49758.97606,20842.01973,18935.15922,18131.93572,5165.769119,16058.63413,48190.76365,193673.8844,107112.3391,13115.99443,8771.176112,5687.576635,20297.95903,142553.3282,382019.2566,495781.1723,697292.0113,470601.6079,10666.42931,9707.770643,88590.43782,150887.6872,217604.6556,582424.6838,2175503.567,635995.095,254137.0792,14465.91415,2912.769245,2907.747636,8838.615802,11288.04138,19632.06353,5466.273216,2053.734655,1683.586374,1538.371579,1625.642535,832.6129762,733.106259,2752.588472,4533.909759,2376.236338,392.4115379,54122.55037,179273.3858,133446.1125,1114669.827,82023.25052,148955.9322,11695887.96,683294.4101,13152.8814,19670.29017,110024.5578,5031.911282,22970.20661,1744559.491,132725.8084,50744.1083,22469.68647
PI656101,7733.340015,247537.5865,1195081.013,106181.4465,73202.48853,38391.35282,3004.345502,918893.9934,1426174.74,1529972.027,94332.24731,394230.3462,18920.82547,6792.439251,56988.62956,367946.0685,23868898.76,220455.1169,2602723.536,644357.5882,9690.73008,2136855.156,1828000.562,1145202.816,24196.34755,176638.0937,66009.3381,213807.3512,2021419.25,695389.4339,1176689.456,464090.5957,1036293.97,15107534.81,243279.9569,2183513.898,636977.0137,36348638.26,474481.2943,264592.1426,222951.8781,25721.72573,3107.228148,115226.374,53287.58491,22900.69662,255905.7332,251595.2286,770335.124,2041455.13,663276.1997,515477.7128,32155.7976,672241.5486,941306.6593,170099.0893,2987803.632,227.4137735,58628.49856,7372815.926,3746230.108,7484565.355,133113052.9,109954.2688,63636.16292,84947.09179,69361.76571,17762.52721,497236.7627,42013.38966,119537.7559,28410.72955,17975926.68,13027738.38,46372726.38,10198802.32,60515.44211,3237374.181,4170276.917,7790253.585,9197548.227,1581106.649,330615.1752,78496.8943,120549.0277,186907.688,3139.557478,5415.962073,75502.89956,11450.3487,12368.92775,274791.2555,77085.01459,3356140.386,14600306.23,1420927.822,1064045.355,150881.4486,6743161.482,2109208.181,98100.23503,681055.3419,1028731.256,14795.82042,22035.1195,114476.7227,20457.62962,18031.7913,2023563.567,31712.84085,92494.69506,326343.3445,6430438.075,45981.06075,295408.3541,196792.8027,420256.9631,3698081.234,10228.81488,48107.731,998908.5597,763088.1439,208055.8017,6034.710421,332576.4194,12073.71262,15794.95333,80539.56978,37929.47333,6042.338704,3946.306152,36163.23036,50938.70599,34174.71592,7375.223618,62545.44829,25195.46534,24172.68262,25089.89526,6119.964682,12716.83339,59250.50031,187315.5142,97913.44026,14183.90396,9865.890367,6198.060474,31650.04045,183416.5697,522098.5453,472077.3136,625405.9629,445747.3378,16929.06733,24906.80892,154578.6455,236807.9807,289806.8777,590269.9519,2063550.292,629753.1548,264563.3279,16183.37638,4399.011261,4262.789419,11333.74327,12586.69301,17642.92398,5346.140603,2607.466874,1840.627353,1686.984579,1707.955345,912.9578103,740.7345949,2789.749827,4815.1956,2402.825796,384.3291513,47259.50889,169573.5638,146420.73,1283891.877,51406.4918,150007.094,11874798.27,713590.8886,9343.721786,21767.37351,108991.6294,19150.47296,61477.62671,4933076.573,99736.25575,37106.78694,16574.16897
PI656017,5263.325007,406589.3219,1346835.508,130923.9003,79419.60572,90694.13348,3333.669511,971417.3565,1494683.028,1802306.492,122698.3237,456792.6156,18147.98267,8696.832568,103819.8047,196923.5826,26664088.06,239589.9988,2676295.981,633170.1651,6020.805285,2321171.599,2233574.26,1332206.596,21789.93562,124119.844,64532.30857,199676.071,2264790.872,781614.6199,1464045.173,537826.0342,1154102.56,18268041.66,240448.889,2284706.811,558437.034,39462645.31,542824.3471,285256.8042,270544.9837,28801.30688,2375.010358,178804.0547,133414.554,22384.97546,408022.375,414727.0526,911559.9709,1861294.494,765498.0677,557293.855,46197.95717,312715.3549,1027335.529,177429.4328,3524715.583,249.1080645,60887.64466,9244536.551,3394544.31,7167076.684,153425071.6,150727.9616,76869.54191,70978.43119,136978.4282,44471.51083,641441.8261,40705.15245,116978.0671,32396.79552,20549204.46,17501165.36,52446755.35,13248940.48,74843.48623,3551366.18,4400562.588,10507571.6,11564091.24,2144529.018,302326.3431,88217.51399,121511.8584,149116.5165,3342.520416,5875.1978,120298.315,11192.48773,15865.80649,307249.3661,90113.59866,3413846.426,16463547.64,1555730.205,1130776.829,132205.9719,6908269.577,2290516.152,113643.0088,791979.2842,1107389.49,16543.50448,57298.49283,93641.5462,20144.8855,23509.84055,2319065.816,33335.75274,99677.52922,286166.4799,7465862.919,58721.98248,302502.7273,177620.0887,395854.6855,4014495.293,10072.44303,57830.72319,938897.362,634120.7529,178437.2916,6739.670476,277463.3944,13411.4308,12213.49983,63552.06777,37338.88388,6594.221647,6533.970422,28672.77435,48315.50878,23379.08043,12498.72119,53041.75779,23122.66592,23838.71811,24188.70514,6843.154921,17707.01946,58359.43855,186198.0062,98193.25013,15170.42069,10250.96068,7743.846442,26173.6108,181849.6065,435561.634,477745.5063,694776.0677,564385.0016,11946.89722,20840.97784,122352.5626,173952.8073,232807.8231,624977.5,2772065.463,889474.7859,482886.0853,14100.13233,3455.653649,2525.068354,8760.842207,11090.89833,18601.08958,8304.084796,2322.078214,1818.424316,1686.622568,1731.952526,789.9560489,783.667853,2742.177103,4983.607977,2389.134096,414.847428,54797.20807,190802.4003,171510.1071,1519266.411,48866.8847,231859.0708,12378794.8,763654.6244,13250.17403,22057.35358,112653.7449,6657.993679,35536.21228,2590233.347,115787.3106,44606.89923,19984.92287
PI534139,11024.23599,737023.021,1612273.214,243448.5024,119554.0388,68533.34916,3245.160193,1235973.146,1908838.668,1873099.395,125433.0274,641867.9486,20843.90224,14074.31178,199947.8849,272679.611,28401331.57,291527.6065,3065899.553,497304.6738,7847.863652,3442835.255,2815986.391,1488577.067,37252.88508,194359.1439,99454.00823,313986.3997,3529201.74,1282562.665,1605295.36,685935.9142,1630903.583,19413528.29,357661.2657,3073321.939,969578.2388,42732820.39,738968.4407,323882.0236,372853.9431,38751.40177,3350.33811,141372.9255,78960.44265,21627.61824,727591.9956,754888.3124,865405.8873,2727424.655,1013236.999,926367.366,50961.96532,526839.3246,1237538.315,263433.7987,3185563.504,377.694334,81199.07316,10939204.76,5930106.403,13609111.34,161829806.2,161514.9954,119726.5356,149843.6575,123628.4577,26320.14541,559796.0436,45947.57147,155941.2101,26347.22263,24091682.71,15613872.01,62050791.81,11693218.9,85327.62681,5012122.262,5285231.85,14093677.33,12033891.13,2031218.107,369328.9738,141344.6162,151830.1479,243472.4548,5059.441206,17042.48881,125720.1334,10813.80866,17249.78909,398124.959,93880.88181,4655916.671,19048772.93,1564063.556,1161118.023,221284.1224,9166987.647,2457904.199,105788.8222,908926.1185,1506424.596,18875.81624,55200.39998,105703.2951,26253.24872,15618.37249,2120749.666,39193.75626,101910.7555,322609.4515,7620834.889,64290.81476,366646.1876,227780.0375,497558.946,4534037.134,13126.62497,37019.45274,853092.774,607425.3664,198072.9494,4909.527175,302080.1685,10710.15433,9489.94302,75265.96984,31770.80103,4485.678905,3542.19098,35187.70915,46737.90853,21583.93893,10864.24956,72850.63065,25144.36607,22661.98519,17243.5684,7622.167822,35124.19272,81662.97958,304856.7512,156636.0408,24631.44311,19492.0815,12096.1187,36025.02795,266360.5825,655368.0304,1030793.352,1386109.624,833177.2298,14384.29999,21851.71101,134955.2176,299795.3806,340476.3989,1473517.161,4724835.852,1396432.347,545822.8834,65687.05695,4118.752754,5069.090975,18870.01972,30109.45863,45110.43594,12200.01809,3230.200781,2236.104875,2704.779806,2792.120289,1524.066126,1167.971877,4979.951419,7498.489039,2741.317638,653.2975377,75118.88498,265092.5083,242852.2642,1442342.942,61920.62479,267491.7967,15371511.79,999975.2584,15387.11343,27057.3631,133151.1041,5772.306433,38389.06423,2857863.776,197585.4467,70300.12402,31313.68159
PI533927,6924.260959,309187.2225,1498100.786,142291.7272,64916.98718,53355.07747,33581.15111,684369.424,1354139.038,1630026.41,129837.8392,459023.6189,7042.930599,22982.86556,66829.37746,260496.6112,25949261.49,198781.2413,2264303.001,613974.7199,6511.640219,2234774.247,2153903.864,2001148.708,81197.052,207708.9695,62508.44226,152425.6283,2144289.767,995395.375,1917258.307,566686.217,1487254.521,18653442.92,304123.3211,2682635.085,830257.8171,41092561.28,561359.7958,282994.3047,259747.098,28337.68505,3021.293512,150432.1498,139098.1514,24634.40973,320483.3972,316675.6117,786175.373,2061531.376,612934.135,600713.8082,64408.79318,467294.0648,858055.1258,276160.0435,3413933.314,226.0756338,61087.27294,8252273.701,3598039.553,8881195.084,146946081.9,230465.9955,61731.80588,65628.37422,104196.9496,46366.04673,273549.5127,26456.53005,102723.719,50134.22306,14452595.47,8985832.317,36972980.69,13980422.7,48302.90203,2511120.514,3387528.12,6692302.21,8950001.794,2396594.473,223458.3745,62162.14664,89248.72625,110002.7135,1603.734412,3845.110863,62382.60172,12317.20429,18839.59989,254830.8299,41887.58285,2428163.538,12352859.98,1525756.846,1049700.214,93617.14845,5229716.653,2117533.153,139199.6557,488769.572,901301.6427,17588.52117,35942.76682,226423.6858,35956.62543,23614.41,2075556.062,35580.15236,82318.74045,308071.9176,6800977.049,46217.5287,332266.2714,172098.9568,398130.3127,3496589.965,17978.31522,101526.3089,1370561.071,917741.3707,235312.4148,11496.70824,370057.4269,21054.7961,27054.91803,86865.56041,60807.94965,10358.55497,8182.803102,35869.48311,78128.97354,57363.85935,8229.244879,56222.16901,36488.07655,41066.41739,40694.38505,5540.164527,16164.86984,66912.77349,257425.4921,169339.6276,15663.81458,13189.28786,8711.05935,30168.32094,213633.7172,575364.2215,564253.2054,1043401.179,1014840.028,14325.95475,27213.41302,164680.6094,202216.5003,259646.5657,595273.8778,2851530.105,1211974.52,633945.2527,19403.36915,4277.391832,3588.050983,9753.535476,13122.33579,19288.20111,8708.500723,2879.847429,1941.458837,1973.494795,1678.732639,909.5181886,770.6957033,3272.514577,6048.539613,3149.750431,544.4691474,61712.40354,202722.4246,186502.5601,1310292.398,33631.69109,374773.9451,12015953.37,724965.2774,9906.130589,18473.19836,164114.6962,12346.05414,64677.91954,3487538.8,235349.6285,102489.0596,48582.52542
PI534124,10178.4311,495716.2181,1031380.49,158940.3791,71049.04789,49935.01915,2758.131732,1194664.892,1590328.044,1665769.587,72603.72455,500314.2278,15980.67075,9854.138003,194928.2829,266839.7339,23903852.05,261581.5414,2969829.546,608564.7917,7026.143319,2752142.33,2544392.159,1353082.482,21727.15406,200290.8438,109181.3606,284486.4859,2878243.624,814318.4889,1152419.946,715097.427,1757791.408,16288677.04,374845.9864,2424379.593,737092.9748,35864810.37,490309.682,291779.8834,313089.441,42857.57795,2348.281845,169510.9116,78282.66342,28912.89955,545350.12,514829.7984,475440.5069,1744976.136,872876.3668,586684.3356,36284.57218,399629.5003,1122856.754,221288.6719,3150370.472,218.2964959,107562.7397,9369311.264,4458158.071,8598715.646,137061730.2,143178.8303,60360.62353,209802.0884,141466.6873,26094.22232,608574.6895,47728.09806,171959.0558,30162.69955,21417142.41,19261554.69,56994346.82,11702846.16,60787.99595,5522871.69,4986368.728,10833591.11,9705667.36,1476804.806,343858.5768,141543.4159,161466.3915,229326.5051,4765.481858,8699.044181,153359.9679,14456.44979,26525.1331,343014.9942,73756.60187,3759632.936,18602828.37,1592123.414,1216316.54,152131.4841,7418185.764,2178760.739,96540.51441,752974.9998,1938431.965,21573.40613,52020.31447,112295.6198,21428.23129,20162.47227,2184720.89,33300.52879,115491.7639,353541.5448,6325253.498,59488.50367,285733.975,193366.3178,391249.5136,3333230.522,10714.11571,29371.50961,657330.7157,469489.7205,131076.8336,3980.224648,210129.0873,8358.914457,8801.265151,54273.16706,25163.08958,3210.28896,2413.785631,25604.13627,31797.91356,19109.83562,7582.384365,55292.61711,19293.74146,17338.13707,13939.83546,5630.305323,16309.48704,61760.89669,199164.5932,97781.92527,15277.10908,10364.0024,5636.762088,28557.36091,179826.0011,469956.6088,497874.5232,640917.3296,420676.7132,13994.30592,14378.95947,114371.5287,183587.0521,230161.5794,547228.2115,1814569.925,542809.6363,223757.9533,26803.95051,5067.283511,4717.430786,13379.80432,13147.13716,15430.25991,5100.826475,3747.479181,2365.833619,2320.399028,2510.457547,1992.612222,1041.512584,4153.211815,6565.320612,2817.844089,618.6933267,55739.26714,189768.3427,144862.0189,792400.8236,99551.63891,145862.0771,10790303.13,540468.6594,15340.06499,20501.50451,110515.1563,5397.869057,57336.54267,2126661.348,66006.56862,30696.11729,13589.41611
