,(+)-Abscisic acid,(-)-Caryophyllene oxide,"(10E,15E)-9,12,13-trihydroxyoctadeca-10,15-dienoic acid","(2R,6R)-2-methyl-6-tridecylpiperidine","(6E,10E,14E,18E)-2,6,10,15,19,23-hexamethyltetracosa-6,10,14,18-tetraene-1,2,3,22,23-pentol",.alpha.-Amyrin,.beta.-Amyrin,.beta.-Cryptoxanthin,.beta.-Sitosterol,"1,2,6,6,10,17,20-heptamethyl-17-[N-(2-methylphenyl)carbamoyl]-12-oxopentacyclo [12.8.0.0<2,11>.0<5,10>.0<15,20>]docos-13-en-7-yl acetate","1,2-dihydroxyheptadec-16-yn-4-yl acetate","1,9-Dideoxyforskolin","11,14,17-Eicosatrienoic acid,(Z,Z,Z)-","13-Keto-9Z,11E-octadecadienoic acid","14(15)-Epoxy-5Z,8Z,11Z-eicosatrienoic acid, methyl ester","16,16-Dimethylprostaglandin A1",19-Norandrosterone,"2,2'-Dithiobis(benzothiazole)",3-Epilupeol,3-Methoxylimaprost,3.10S-Hydroxypheophorbide a,"4,4'-Sulfonylbis[2-(prop-2-en-1-yl)phenol]","4,4-Dimethylcholest-8(9),24-dien-3.beta.-ol",4.alpha./.beta.-Hydroxyprostanozol,"5(6)-Epoxy-8Z,11Z,14Z-eicosatrienoic acid, methyl ester","5,7-Dimethoxy-3-hydroxyflavone",5.alpha.-Cholest-7-en-3.beta.-ol,7-Oxocholesterol,"8'-Apo-.beta.-carotenal, all-trans-","8(9)-Epoxy-5Z,11Z,14Z-eicosatrienoic acid, methyl ester","9,12-Octadecadiynoic Acid","9-Oxo-10(E),12(E)-octadecadienoic acid",Alloxanthin,Alpha-Carotene,Antheraxanthin,Arachidonoylthiophosphorylcholine,Austinoneol,Betulin,Boldenone cypionate,Celaxanthin,Cembrane_Diterpene_minus_Me,Chlorophyll a,"Cholesta-4,6-dien-3-one",Cholesterol,Cycloartenol acetate,"Di-.gamma.-linolenin(6c,9c,12c)",Diadinochrome,"Didodecyl 3,3'-thiodipropionate",Dipterocarpol,Docosapentaenamide,Empenthrin,Erythrodiol,Fucosterol,Ginsenoside F1,Glochidone,Hydroperoxy fatty acid (18:3),L-alpha-phosphatidyl choline,Lanosterol,Lupeol,Lutein,Lycopene,Medroxyprogesterone,NCGC00164361-03!decanedioic acid,"NCGC00179780-02_C20H32O_(5xi,9xi)-Beyer-15-en-18-ol","NCGC00380867-01_C27H46O9_9,12,15-Octadecatrienoic acid, 3-(hexopyranosyloxy)-2-hydroxypropyl ester,(9Z,12Z,15Z)-","NCGC00384683-01_C30H50O_Lup-20(29)-en-3-ol,(3alpha)-","NCGC00385123-01_C22H30O6_7b,9-Dihydroxy-3-(hydroxymethyl)-1,1,6,8-tetramethyl-5-oxo-1,1a,1b,4,4a,5,7a,7b,8,9-decahydro-9aH-cyclopropa[3,4]benzo[1,2-e]azulen-9a-yl acetate","NCGC00386020-01_C18H28O3_8-{(1S,5R)-4-Oxo-5-[(2Z)-2-penten-1-yl]-2-cyclopenten-1-yl}octanoic acid",Nandrolone,Nostoxanthin,Ophiobolin A,Oxo fatty acid (18:3),Palmitoyl ethanolamide,Panaxatriol,Pheophorbide A,Pheophytin a,Phytosphingosine,Pinolenic acid,Schaftoside,Sebacic acid,Stearoyl ethanolamide,Sumaresinolic acid,Tri-p-tolylamine,Ubidecarenone,Ubiquinone 9,Vitamin K1,Zeaxanthin,Zymosterol,[1-hexadecanoyloxy-3-phosphonooxypropan-2-yl]octadec-9-enoate,alpha-Tocopherol,beta-Carotene,beta-Zeacarotene,gamma-sitosterol,gibberellic acid,h_22_methandriol_m,"phenylmethyl(2S,3R)-3-hydroxy-2-[(phenylmethoxy)carbonylamino]butanoate"
PI655982,-0.284141993,-0.06639168,-0.024803442,0.174281444,0.416608032,-0.048816412,-0.00837844,-0.082914432,-0.136467789,-0.016531677,-0.230562187,-0.038066356,-0.166889721,-0.050009448,-0.025255345,-0.029050291,-0.039117752,-0.120779634,-0.452027103,-0.033607597,-0.124356817,-0.076162232,-0.185960746,0.045897077,-0.023508152,0.250505092,-0.053138653,-0.291839772,0.084663198,-0.022708886,-0.050009385,-0.039967005,-0.072330284,-0.053100107,-0.12133551,0.138096761,-0.469116392,-0.214216835,-0.022161973,-0.101505768,-0.06040719,-0.028576459,-0.293346914,-0.053138565,0.0022412,-0.03203696,-0.059122812,-0.092342748,-0.118143829,-0.176828481,0.007667771,-0.180085634,-0.151363692,0.239557726,-0.06878285,-0.035176845,-0.013397895,-0.014265225,-0.046885879,-0.122149406,-0.107924037,-0.117445888,-0.146095381,-0.185010141,-0.019494947,-0.051610515,-0.468741478,0.002051328,0.00716272,-0.019681685,-0.010309821,0.002770642,-0.133677722,0.416608045,-0.042636845,-0.007926449,-0.196103671,-0.045569507,0.029773599,-0.035636725,-0.132072827,0.404461928,-0.020325619,-0.11912364,-0.084673771,-0.046628683,-0.126924787,-0.091539817,0.322065631,-0.012428738,-0.053100093,-0.073391764,0.017642441,-0.017202406,-0.177311082,0.078299135
PI656021,0.08816775,0.194061143,-0.13333225,0.194807841,0.70701736,0.145737722,0.097971773,-0.065562947,-0.062039524,0.095161735,-0.298905378,-0.128461,-0.188233431,-0.197900974,0.004937476,-0.123517372,-0.125576438,0.020428747,-0.369246804,0.011833867,-0.493597972,-0.042833978,-0.078157828,-0.048008389,0.015203674,0.684955945,-0.023989473,-0.470607001,0.109446273,0.01680707,-0.197900971,-0.134498838,0.031595349,0.061237528,0.167664763,-0.207395027,-0.277764108,0.149974713,0.074501975,0.04102642,-0.062527644,0.023209907,-0.473688492,-0.023989384,-0.01834529,0.007610015,0.043449957,-0.093003916,0.14508421,-0.210010595,-0.066499888,0.088931544,-0.013003414,0.534840934,0.259596911,-0.148007708,-0.089098045,0.094257192,0.148516496,0.157716209,-0.09411712,-0.099493142,-0.144163187,-0.197990904,0.104441586,-0.008136734,-0.331268162,-0.082398548,-0.065528244,0.086983023,-0.072024658,-0.08164,0.037787942,0.707017361,0.080757672,-0.117572478,-0.179085846,0.081059593,0.853795094,-0.13107675,-0.03810397,0.652198301,0.030451028,1.84E-04,0.093880665,0.074680746,0.168505351,0.18983425,0.087127876,0.673094597,0.061237522,0.059983165,-0.084730504,0.047853483,-0.185887168,0.574055113
PI656028,-0.08240524,-0.018174095,-0.420370143,0.226920208,0.313864028,-0.151174929,-0.130469254,-0.132164698,-0.074450066,-0.104680685,0.208548447,-0.172084439,-0.082788235,-0.299117969,-0.064351682,-0.108528664,-0.125564394,-0.231892489,-0.00847716,-0.1772229,-0.567511953,-0.007580455,-0.034449437,-0.154961803,-0.06303209,0.563899811,-0.086181009,-0.214496397,-0.045262171,-0.063041652,-0.299117987,-0.18169913,-0.126023984,-0.072512974,-0.055565073,-0.014235819,-0.959512337,-0.186784419,-0.008860568,-0.12057257,0.029733034,-0.058130579,-0.215500485,-0.086180927,-0.063371608,-0.067814714,-0.113607367,0.043965656,-0.125186275,-0.12300334,-0.398077566,-0.259297012,-0.055531919,0.141437999,-0.150931016,-0.269771747,0.050990519,-0.093828189,-0.152946543,-0.057035243,-0.067997222,-0.178895627,0.353856791,-0.135427301,-0.131403711,-0.06127698,-1.273445066,-0.403282133,-0.396126666,-0.107581763,-0.095703556,-0.395925252,-0.20164332,0.313864079,-0.147729967,-0.023786978,0.060762516,-0.141428059,0.00146037,0.381292715,-0.154541994,0.309482143,-0.069145881,-0.084626004,-0.112762372,-0.088847479,-0.052727527,-0.150441896,-0.140050913,0.029214119,-0.072512989,-0.108089379,-0.185747258,-0.067559101,-0.097583932,-0.003819595
PI656008,-0.204169222,-0.159482356,-0.392168697,0.170867595,0.375627132,0.074650703,0.101532768,-0.093379762,-0.051282245,-0.073095649,0.240324039,-0.175584973,-0.116293696,-0.200785804,-0.028171104,-0.072314025,-0.062060726,-0.280810247,0.100022588,-0.056087899,-0.273102046,-0.035847319,-0.025557337,-0.146683182,-0.023442358,0.400275567,0.298926325,-0.20526538,0.113267777,-0.02236801,-0.200785798,-0.10974597,-0.075466342,-0.080531408,-0.084932205,-0.05289934,-0.687007198,-0.21061808,-3.43E-04,-0.07413197,-0.021909835,-0.072259338,-0.206215234,0.298926411,0.096804821,-0.026998167,-0.069851091,-0.012956582,-0.189154713,-0.119476007,-0.317330786,-0.095950472,-0.060835816,0.240115399,0.128696742,-0.252072788,-0.010272833,0.046476953,0.067326647,-0.04495175,-0.063490823,-0.120508898,0.451308352,-0.1271295,0.022935806,-0.112652951,-0.763566663,-0.337808489,-0.315937134,-0.073868497,-0.040695216,-0.332896618,-0.015824695,0.375627102,-0.047715992,4.86E-04,-0.187199582,0.019723796,0.131554195,0.496930219,0.05165951,0.226175319,-0.022759715,0.010115744,-0.105476069,-0.087125556,-0.040434467,-0.099709379,0.107966911,-0.054717215,-0.080531368,-0.106291257,-0.00311716,-0.023235304,-0.125120766,0.049583603
PI576348,0.092298801,-0.138196831,-0.454180182,0.210577128,0.433660334,-0.096830315,-0.08281162,-0.060563226,-0.109345719,-0.048027083,0.218143227,-0.107641084,0.061051328,-0.215481596,-0.002471527,-0.114457854,-0.106068637,-0.169384719,0.144225783,-0.072385508,-0.398944373,-0.04612109,-0.082112827,-0.152419335,0.001603986,1.418121698,-0.113342374,-0.046358242,0.104713359,0.002715334,-0.215481662,-0.150595544,0,-0.01352262,-0.004942923,-0.014943179,-0.572757885,0.123181307,-0.034297278,0.038841197,0.014514036,-0.019651272,-0.046535151,-0.113342293,-0.082178213,0.019451223,0.023363663,-0.045082159,0.091248237,0.088127288,-0.414468065,-0.064813148,-0.04572797,0.247534231,-0.138432336,-0.291992389,-0.03349939,-0.119052083,-0.104344272,-0.003638188,-0.105502558,-0.199339661,0.41577352,0.074743628,0.067617299,-0.060790949,-0.488747941,-0.425026717,-0.412323791,0.015708349,-0.073822566,-0.416634404,-0.028053605,0.433660281,-0.010648332,-0.016679208,0.213360254,0.081465943,0.252747958,0.44306082,-0.007543355,0.305466066,-0.003131408,-6.90E-04,0.003897347,-0.01665628,-0.004550065,-0.064668968,0.022099461,0.438085207,-0.013522583,-0.014988615,0.108655743,0.011349399,0.050499713,0.346609953
PI656062,-0.035853662,-0.192930399,-0.411602542,0.168629172,0.011865756,-0.091230446,-0.095840195,-0.117492489,-0.063615494,-0.163508938,0.312001759,-0.129076787,-0.087980466,-0.319711619,-0.065696514,-0.097126087,-0.08677734,-0.283901443,-0.142088014,0.00641453,-0.398665615,-0.050332267,-0.097848277,-0.180800896,-0.063865267,0.372193311,-0.21827531,-0.221012239,0.115172321,-0.063707729,-0.319711637,-0.14879806,-0.118411766,-0.08021547,-0.150778465,-0.189810564,-0.597572322,-0.158716438,-0.075173808,-0.098187225,2.81E-04,-0.048737211,-0.222055317,-0.218275217,-0.123794929,-0.067661569,-0.092736707,0.08299113,-0.070724618,-0.099153126,-0.362007124,-0.104281366,-0.148219502,-0.100514155,-0.145785113,-0.272398895,0.128831637,-0.11356032,-0.090814506,-0.068487532,-0.0568721,-0.203525579,0.453299807,-0.105488216,-0.089935233,-0.128771825,-0.589226064,-0.375166592,-0.360819706,-0.085441957,-0.063632145,-0.370164218,-0.036225644,0.011865761,-0.128526299,-0.036270486,-0.151465542,-0.11331308,-0.005346095,0.504618516,-0.074067176,-0.017530299,-0.00392783,-0.070660513,-0.070587188,-0.102411105,-0.069399395,-0.165441905,0.224529174,0.01484346,-0.080215486,-0.099462976,-0.135597026,-0.038148122,-0.096389219,-0.057253056
PI152651,0.078838187,0.331727832,-0.390048421,0.196644122,0.004155353,0.05510926,0.055909191,0.038968488,0.047174137,0.029545228,0.191544956,-0.067194078,-0.057348232,-0.322995461,0.027370968,-0.015706307,-0.008147464,-0.241009123,-0.08900105,-0.03461981,-0.065214006,-0.085425139,0.061457199,-0.207834942,0.025490307,0.341415218,-0.072473132,-0.210291986,0.165238245,0.026096404,-0.322995464,-0.076714629,0.033724951,-0.009351982,0.003005575,-0.149559661,-0.475913635,0.136999268,0.037177837,0.094243588,0.021389722,1.06E-04,-0.211271218,-0.072473051,0.118656439,0.02332647,0.063572439,-0.057117619,0.039311714,-0.063797943,-0.346352168,0.123427772,0.035663206,0.054263894,0.304489627,-0.264364219,0.1757301,0.087028385,0.048664441,0.010125488,0.034132271,-0.114085894,0.394187657,-0.05206081,0.070419555,0.099929125,-0.394840414,-0.357573515,-0.343796992,0.018937996,-0.026293278,-0.354264415,-0.014528512,0.004155357,0.018359103,-0.046277554,-0.073272305,0.060670578,0.08087576,0.446345663,0.042088733,0.060015852,-0.004314008,0.00653099,-0.001177203,0.036427614,0.010967708,-0.131930513,-0.087452371,0.065470226,-0.009351969,-0.007365778,-0.061226208,-0.014598479,-0.052654364,-0.05067286
PI576359,-0.071645436,-0.084396259,-0.350587829,0.199261523,0.239645287,0.059102307,0.030594213,-0.010125387,-0.110739366,-0.015069558,0.194058553,0.025501675,0.678105428,-0.108508505,-0.005915868,0.054892581,0.04960557,-0.27171036,-0.030355171,-0.039679748,-0.114928774,-0.087655897,-0.094992332,0.108246687,-1.40E-04,0.373076856,-0.224698863,-0.19978094,0.122177779,-7.35E-05,-0.10850856,0.003796648,-0.052007949,-0.028928169,-0.046167161,0.15291213,-0.459633013,-0.154656196,0.005418977,0.025616992,0.680372618,-0.008493969,-0.200699106,-0.224698793,-0.048963797,-0.005344963,-0.024507219,-0.13619954,-0.145017073,0.681227913,-0.162416303,0.021773046,-0.025267893,0.176638373,0.262008121,-0.176667664,0.06108167,0.031225085,0.055572031,-0.030275118,-0.228891305,-0.029519439,0.38502348,0.662649032,0.008053494,-0.051303037,-0.49362281,-0.211686682,-0.163360576,-0.02452724,0.0256505,-0.201239964,-0.032529327,0.239645347,-0.063148851,0.018923836,0.089417277,-0.002126661,0.027600186,0.442837303,-0.094284989,0.225818968,-6.71E-06,-0.048890842,-0.012570407,-0.03262304,-0.030917131,-0.131074369,0.12142975,-0.132760529,-0.028928132,-0.031342188,-0.068069995,-0.008857878,0.662157221,-0.106889675
PI534096,-0.08419181,-0.04793272,-0.434640138,0.237267781,0.019668142,0.17342305,0.08628799,-0.155767239,0.044720309,-0.071449369,0.337681487,-0.232506428,-0.011912974,-0.293835679,-0.035290816,-0.25045127,-0.20408949,-0.206330434,0.003232767,-0.202186845,-0.303784698,-0.0473928,3.57E-04,-0.163646088,-0.034083082,0.267525781,-0.131114656,-0.197567031,0.119606225,-0.034365227,-0.293835697,-0.248407977,-0.096839952,-0.051655524,-0.029460324,-0.04613899,-0.457358225,0.033986763,-0.028707263,-0.101782639,0.024142408,-0.045757,-0.198472515,-0.131114606,-0.154089318,-0.037146833,-0.053251722,0.108051589,-0.060510437,-0.009378611,-0.343265068,-0.011736727,-0.047065102,1.63E-04,0.158300378,-0.287744782,0.157779233,-0.076159148,0.165353201,-0.025338218,-0.018157629,-0.258919979,0.555095779,-0.014278872,-0.056490849,-0.113075792,-0.530622504,-0.368229609,-0.342693969,-0.082892348,-0.141351959,-0.362932959,-0.13376009,0.019668137,-0.084000243,0.029916528,-0.025603039,-0.076772749,0.359940656,0.583657286,-0.080465111,0.014245445,-0.086385787,-0.053854095,-0.065417714,-0.075468256,-0.022426133,-0.189352652,-0.186807003,0.182085947,-0.051655486,-0.065845034,-0.239371831,-0.065214222,-0.018030558,0.500534487
PI656019,0.025315194,0.023830455,-0.101403161,0.180931483,0.301537273,-0.034808999,-0.060143767,0.010044714,-0.107607925,-0.155348477,0.806257155,-0.08255728,-0.006701741,-0.278621823,0.011502948,-0.01516195,-0.034509498,0.260883572,-0.041251849,-0.129427788,-0.074758088,-0.087411157,-0.18752655,-0.162203801,0.01288189,0.241838741,-0.07764915,-0.200174537,0.206633319,0.013242097,-0.278621827,-0.09447935,0.04524319,0.040556723,-0.10271691,-0.050790758,-0.348340092,-0.16534813,0.053284941,0.025850584,0.011310305,-0.015476261,-0.201094962,-0.077649096,-0.12205216,0.009206792,0.03404663,-0.048319759,-0.144913197,-0.002798977,-0.106502083,-0.095489589,-0.133844088,0.135387735,-0.126307531,-0.055978626,-0.004977318,-0.060553009,-0.022940746,0.036447252,0.073247685,-0.095421537,0.727601018,0,0.039464805,0.038045684,-0.296304763,-0.101289109,-0.107412165,0.017143907,-0.040592922,-0.104071162,-0.017037847,0.301537336,0.218364892,-0.011782602,-0.079281469,0.037645452,0.49523796,0.736358169,-0.020159194,0.326115519,-0.00326249,-0.046718854,0.022691381,0.053184875,0.036933896,0.035179532,-0.064657792,0.291115573,0.040556778,0.042889142,-0.13673346,0.015283015,-0.007152467,0.414136473
PI597976,0.117565221,0.171293588,0.370071034,0.234346591,0.793185527,0.08730471,0.103780582,0.131467643,0.228392785,0.09886151,0.382582427,0.29856634,0.040534002,0.330532089,0.035406209,0.23957857,0.297856996,-0.217577349,0.19359645,0.198686502,0.350364475,-0.099490017,0.357865294,0.476958039,0.045580927,0.602403522,0.230502873,-0.202232721,0.199916006,0.048357154,0.330532107,0.292731675,0.134353075,0.072990283,0.02767247,-0.017405953,-0.277244349,0.05300531,0.125789819,0.200422552,0.06645796,-0.016125012,-0.203164999,0.23050283,0.110630378,0.047040279,0.145197377,-0.029162569,-0.130976682,0.039952453,0.350433714,0.09478184,0.241288703,0.626673306,0.378406807,0.402594214,-0.135915671,0.14234312,0.090864985,0.053003699,0.120968977,0.192529715,0.589471376,0.043600728,0.236993168,0.074374537,-0.337522553,0.36119431,0.349315581,0.080173725,0.198042948,0.363076576,0.100029637,0.793185487,0.312480075,0.008326619,0.008887659,0.260266577,0.112907981,0.650178338,0.245401333,0.627914711,0.075070661,0.069923356,0.156475058,0.153286889,0.047415109,0.435942324,0.279157792,-0.114206799,0.072990256,-0.016255226,-0.179695086,0.036104713,0.040277524,-0.115885003
PI533863,-0.036709485,-0.088309159,-0.359263576,0.115738711,0.377582643,-0.223349756,-0.197405324,-0.157693192,-0.064991302,-0.096736341,0.217139186,-0.10969378,0.021770785,-0.157126307,-0.089315469,-0.136627369,-0.141066874,-0.190928756,-0.197381057,-0.145463373,-0.169488669,-0.062620744,-0.108957134,-0.197987206,-0.088978612,0.177908777,-0.202264003,-0.235843258,0.082745048,-0.089564109,-0.157126367,-0.166918245,-0.14238085,-0.129690648,-0.078092853,-0.170541703,-0.350113891,-0.005312222,0.002920845,-0.161539843,0.0792854,-0.096897449,-0.236977315,-0.202263961,-0.132595356,-0.088535461,-0.066367691,0.463512566,-0.073859693,0.018418186,-0.334918954,-0.158159783,-0.105684392,0.196063507,-0.164946862,-0.249367446,-0.083426973,-0.182741934,-0.210759504,-0.164032138,-0.123005241,-0.203050896,0.366985911,0.008311639,-0.162083291,-0.060796461,-0.430544218,-0.339764184,-0.334468804,-0.10070566,-0.031772151,-0.33689254,-0.080223923,0.377582634,-0.137342264,-0.005028076,-0.054524033,-0.165584291,-0.03886497,0.340815017,-0.139292302,0.414911954,-0.044888792,-0.059952478,-0.137590755,-0.116784118,-0.170890914,-0.165227444,-0.163356232,-0.015834184,-0.129690637,-0.157655187,-0.131248475,-0.007011255,0.011654668,-0.01936569
PI656112,-0.226125202,-0.13975803,-0.373753025,0.119731737,0.289542835,-0.263090763,-0.269305104,-0.187763142,-0.198696367,-0.303239596,0.162607806,-0.186071215,-0.005297471,-0.283916775,-0.160060443,-0.169947942,-0.175611453,-0.218387087,-0.174788152,-0.14862038,-0.11034474,-0.011460831,-0.22775796,-0.174662812,-0.160793595,0.149891183,-0.25278519,-0.240354527,0.088011867,-0.160593011,-0.283916787,-0.219428973,-0.23023035,-0.170356017,-0.173446383,-0.113746848,-0.372506558,-0.154557519,-0.047037679,-0.219580312,0.01053011,-0.13312957,-0.241516881,-0.252785115,-0.273023936,-0.157867976,-0.154436018,-0.073651424,-0.169397015,0.001115912,-0.358566318,-0.179032512,-0.257670954,0.125992367,-0.125053034,-0.256659433,-0.019717055,-0.2764792,-0.261707706,-0.140612156,-0.184183042,-0.264078776,0.32198323,-0.009119099,-0.202843823,-0.208024193,-0.369525884,-0.360555226,-0.357872068,-0.170081163,-0.103417952,-0.356104743,-0.067974289,0.289542874,-0.027521193,-0.087797295,-0.169937034,-0.245034264,0.244580702,0.372208362,-0.245416401,0.205164461,-0.025242677,-0.201462147,-0.213421481,-0.209693161,-0.138463863,-0.085066652,-0.068375003,-0.044644081,-0.170356006,-0.217479715,-0.22029334,0.030415381,-0.014682,0.281268557
PI48770,-0.026676203,0.299347224,-0.328055538,0.151847941,-0.050402664,0.075292567,0.062906875,-0.05580916,-0.03251549,0.011287334,0.469215731,-0.138813101,0.098343326,-0.19055456,0.004020719,-0.110007921,-0.113865382,-0.118000373,-0.041536311,-0.086509352,0.103871839,-0.116597971,-0.048506728,-0.127030651,0.005304343,0.123292166,0.035711591,-0.236160218,0.083481332,0.005083246,-0.190554577,-0.149119235,-0.066456705,-0.038288968,0.013952327,0.258904838,-0.280597418,0.064816403,-0.013070848,0.065362391,0.145116064,-0.029286588,-0.237296247,0.035711633,0.098393373,0.008924356,-0.006274174,-0.181225062,0.002377489,0.103154123,-0.290815253,0.101999656,-0.032796321,0.02061785,0.288617925,-0.219759315,-0.024319621,0.082113752,0.062419457,-0.076113415,-0.104647194,-0.188202774,0.49032659,0.093806682,-0.008298112,0.08208295,-0.277570415,-0.299338806,-0.290916236,-0.01343032,-0.095308749,-0.295436445,-0.043905219,-0.050402659,0.022191906,0.045397267,-0.077500727,-0.024267641,0.03951145,0.50637709,0.033847091,0.040841921,0.003720163,0.004113436,-0.032238505,-0.010968686,-0.081897538,-0.161457736,-0.167722925,-0.041499389,-0.038288983,-0.045512485,-0.057289092,0.001596861,0.089412927,-0.097715977
PI656003,0.14895075,0,-0.267256709,1.918956008,0.436369832,-0.032144499,-0.063002513,-0.013008517,-0.094533921,0.043583977,0.45931142,-0.032154433,0.179749723,-0.188310697,-0.001638121,-0.04530779,-0.048005148,-0.011528194,0.09269066,-0.021673494,-0.120391747,-0.098666873,-0.185219351,-0.103212658,-0.0028544,0.784676836,-0.07861467,-0.240009834,0.139429364,-0.002688693,-0.188310726,-0.091258905,-0.031205669,-0.037668906,0.021341313,0.030187037,-0.258055283,-0.079164924,-0.010991169,0.033224777,0.085820081,-0.002253324,-0.24117001,-0.078614565,-0.122954497,-0.002965499,-4.14E-05,-0.153627409,-0.039267251,0.217861667,-0.229642189,-0.090956925,-0.084255075,0.272064767,0.02296976,-0.175509333,0.357840571,-0.080158008,-0.036692612,-0.086588651,-0.077605606,-0.119710315,0.44242432,0.194546918,0.00187581,0.065982692,-0.188038878,-0.238023257,-0.229468175,0.017955171,-0.012129595,-0.235478313,-0.037525202,0.436369833,-0.083630172,0.084885463,-0.045543805,-0.181874436,0.066773762,0.48594266,-0.033153251,0.243485907,0.01006429,-0.002104403,0.034086123,0.019088431,-0.097935344,0.129209228,-0.155987817,0.115804594,-0.037668869,-0.008579969,0.032000889,0.010525757,0.162857051,-0.166966969
PI542406,-0.255011771,0.131573074,-0.307749135,0.103715675,-0.066775259,0.002167897,0.030608991,-0.103642841,0.124424196,-0.041636493,0.223506687,-0.056798963,0.20015184,-0.248961156,-0.055684597,-0.072406828,-0.092897565,-0.023131263,-0.09606986,-0.018454626,0.038144367,-0.104633023,0.053424776,-0.155914438,-0.055446157,0.639797783,0.002569766,-0.234156295,0.093418297,-0.056000481,-0.24896116,-0.13945376,-0.109637196,-0.07185877,-0.086524676,-0.067589744,-0.216106943,0.090635811,-0.034522442,-0.080034919,0.084977457,-0.055891705,-0.23527984,0.002569868,0.134037885,-0.052383278,-0.081567303,-0.011701693,0.144654407,0.245453551,-0.32314499,-0.092744264,0.010085427,-0.146104129,-0.115386247,-0.213135291,0.006109925,0.073096684,0.006749907,-0.183243606,-0.045267653,-0.150265637,0.395882429,0.222916308,-0.124266267,0.038399366,-0.169082579,-0.314864626,-0.322767395,-0.058881224,-0.026998808,-0.311483315,-0.070123508,-0.066775255,0.001759532,-0.044327089,-0.066743119,-0.156666797,0.034237246,0.405373634,-0.080181179,-0.060711412,-0.004670461,0.006714481,-0.060238673,-0.033375444,-0.200283962,0.414737422,-0.00186658,-0.019854634,-0.071858732,-0.080106217,-0.09908188,-0.00906314,0.184313455,-0.165147772
PI655988,-0.038042507,-0.034921057,-0.054617288,0.055230637,0.528095821,0.00618485,-0.020186665,-0.065046619,-0.122851384,-0.202737134,0.458688592,-0.103319358,0.06305281,-0.051748773,-0.034237326,-0.078891432,-0.080313513,0.140791769,0.015150009,-0.117326279,0.081674305,-0.072267388,-0.191443923,0.099398552,-0.034282007,0.338621068,0.025960023,-0.19613035,0.125933409,-0.034204014,-0.051748872,-0.092059421,-0.052801168,-0.052720882,-2.98E-04,-0.080726604,-0.192621897,-0.097411083,0.049648089,-0.037814971,0.05056551,-0.031344883,-0.197027673,0.025960064,-0.082879745,-0.036466935,-0.041747328,-0.045001328,-0.069309839,0.074467195,-0.039890957,-0.064655786,-0.138644265,0.341506383,-0.055215157,0.009176753,0.073561009,-0.023282692,0.007866636,-0.144271996,-0.020193752,-0.060995767,0.431424057,0.065519686,-0.030086122,0.023730425,-0.19726417,-0.04064052,-0.038779442,-0.074353084,-0.07250811,-0.03795921,-0.031901788,0.528095822,0.112442966,-0.042096699,-0.160057941,-0.037286032,0.149116081,0.480449356,-0.116198177,0.455883949,0.001286038,-0.10089854,-0.059583752,-0.009964528,-0.158563684,0.037779399,0.227183437,0.076333952,-0.052720898,-0.063983865,0.092483597,0.002871253,0.055084695,-0.070432807
PI656054,0.244071244,0.125495645,-0.290461328,0.153998569,0.222517273,0.006924898,-0.006930275,0.040189636,0.057955566,0.087080297,0.150500124,-0.01699593,0.088846448,-0.220209127,0.002253875,-0.015512709,-0.011547498,-0.03447694,0.02847279,-0.00633212,0.006337248,-0.080906793,-0.012005998,-0.094646057,0.003831067,0.029185474,0.089445737,-0.215800359,0.132319667,0.003644367,-0.220209144,-0.062314858,0.037541574,0.009892775,-0.12039874,0.145895501,-0.157719795,0.449619071,-0.030600713,0.077891456,0.12183722,0.009224,-0.216812214,0.089445748,-0.022642169,0.018360776,0.017964896,-0.156088946,0.310722483,0.082610291,-0.289200391,0.286464896,0.021456482,0.186905391,0.319530123,-0.193672429,0.389540487,0.015893392,0.017484023,-0.180277359,-0.166741899,-0.155193428,0.277221893,0.157826505,-0.011169971,0.218029527,-0.128043309,-0.286153017,-0.289097646,0.065090006,-0.008796434,-0.281593367,-0.026901023,0.222517304,-0.052769706,0.02029753,0.085417051,-0.00726942,0.027793172,0.399876369,-0.119265458,0.359555591,0.010064881,0.122409934,0.151966188,0.03218144,-0.215142504,0.22858596,-0.127267851,0.080100494,0.009892763,0.022237831,0.236505331,0,0.139657259,-0.18871194
