,AEG(o-30:2),AEG(o-32:2),AEG(o-32:3),AEG(o-34:4),AEG(o-34:5),AEG(o-36:6),Cer(24:1),DG(16:0),DG(18:3),DG(20:1),DG(24:0),DG(34:1),DG(34:2),DG(34:3),DG(34:4),DG(36:2),DG(36:3),DG(36:4),DG(36:5),DG(36:6),DG(38:3),DGDG(34:1),DGDG(34:2),DGDG(34:3),DGDG(36:2),DGDG(36:3),DGDG(36:5),DGDG(36:6),DGTS(34:5),FA(18:4),FA(22:0) amide,FA(22:1),FA(22:1) amide,GalCer(d36:3),GalCer(d38:3),LPC(16:0),LPC(18:3),LPE(16:0),MG(12:0),MG(16:0),MG(18:1),MG(18:2),MG(18:3),MG(20:4),MGDG(34:1),MGDG(34:3),MGDG(36:4),MGDG(36:5),MGDG(36:6),PA(34:2),PC(18:2),PC(18:3),PC(32:0),PC(32:2),PC(32:3),PC(33:2),PC(33:3),PC(34:0),PC(34:1),PC(34:2),PC(34:3),PC(35:3),PC(36:1),PC(36:2),PC(36:3),PC(36:4),PC(36:5),PC(36:6),PC(38:2),PC(38:3),PC(38:4),PC(38:5),PC(38:6),PC(42:2),PE(16:0),PE(18:2),PE(24:0),PE(34:0),PE(34:1),PE(34:2),PE(34:3),PE(36:2),PE(36:3),PE(36:4),PE(36:5),PE(36:6),PG(16:0),PG(34:1),PS(36:2),SQDG(30:0),SQDG(32:0),SQDG(34:1),SQDG(34:2),SQDG(34:3),SQDG(34:4),SQDG(36:3),SQDG(36:4),SQDG(36:5),SQDG(36:6),TG(24:0),TG(28:0),TG(30:0),TG(34:0),TG(36:0),TG(38:0),TG(40:0),TG(42:0),TG(42:1),TG(44:0),TG(44:1),TG(46:0),TG(46:1),TG(46:2),TG(46:3),TG(48:0),TG(48:1),TG(48:2),TG(48:3),TG(48:4),TG(48:5),TG(50:1),TG(50:2),TG(50:3),TG(50:4),TG(50:5),TG(50:6),TG(52:1),TG(52:2),TG(52:3),TG(52:4),TG(52:5),TG(52:6),TG(52:7),TG(54:1),TG(54:2),TG(54:3),TG(54:4),TG(54:5),TG(54:6),TG(54:7),TG(54:8),TG(54:9),TG(56:1),TG(56:2),TG(56:3),TG(56:4),TG(56:5),TG(56:6),TG(56:8),TG(56:9),TG(58:1),TG(58:2),TG(58:3),TG(58:4),TG(58:5),TG(58:6),TG(60:4),TG(60:5),TG(60:6)
PI655975,-0.006298847,0.185529692,0.127272494,0.115765949,0.115165469,0.140639244,0.185730849,-0.477555088,0.073961018,0.054217777,0.023930869,0.11716792,0.130720918,0.189843412,0.225469478,0.071181356,0.060301987,0.111103497,0.200167157,0.136772576,-0.028652303,0.152510666,0.129258892,0.147501692,-0.009149423,0.052152821,0.113460767,-0.028232076,-0.229590503,0.006650524,0.119713751,0.15675486,0.099777326,0.077560129,0.123188786,0.060541829,0.128975787,-0.080523234,0.099555956,0.171356951,0.048163753,0.154074942,0.065501756,0.116833132,0.259790956,0.195775192,0.156047713,0.147511401,0.065157897,0.145476754,0.074108813,0.018095406,0.250806152,0.140290225,0.219820874,0.093761218,0.253095182,0.223760439,0.176402622,0.223717367,0.308379702,0.224250333,0.092492675,0.116048351,0.063795825,0.131457232,0.285566993,0.049781097,0.013111662,-0.038030487,0.136879501,0.268534449,0.104998238,0.118212644,-0.080523232,0.073237512,0.092811557,0.14080673,0.086673146,0.211040053,0.121432584,0.081907845,0.208999173,0.102505253,0.197483857,0.21337338,0.095731575,0.169126126,0.459076108,-0.033679952,0.135589611,0.086739722,-7.53E-04,0.009024709,-0.020996709,-0.058959268,-0.008433621,-0.017815449,-0.037202826,-0.242249715,0.049679654,0.491290308,0.655074335,0.47561809,0.444735467,0.448416138,0.427338786,0.723693764,0.589838095,0.566018205,0.323868232,0.390428693,0.491628879,0.11468471,0.228957328,0.493673981,0.724447489,0.593059709,0.135802266,0.104424546,0.390551082,0.419486501,0.404888307,0.498006743,0.161718018,0.334657926,0.385424961,0.401888495,0.355573842,0.297625996,0.268474167,0.252827996,0.374261889,0.293713577,0.579295,0.560457754,0.474197081,0.354497175,0.20769502,0.083847872,0.201657802,0.206622322,0.284945445,0.750255341,0.768497463,0.542505044,0.219725686,0.157316339,0.047568796,0.247965563,0.517619782,0.635458293,0.631084359,0.646064801,0.384180244,0.286939905,0.357213893,0.252013096,0.274187292
PI533758,-0.013636255,-0.055053992,0.028632137,-0.049671251,0.008946169,0.002128832,-0.210912503,-0.436204238,0.037284631,0.051353541,0.003055136,0.020267406,0.013822976,0.003323974,-0.018439035,0.130857603,0.146566026,0.058800586,0.05198642,0.009199729,0.31544533,0.036405473,0.016566335,0.022003851,0.065534806,0.168554706,0.044177273,0.025216766,-0.257652264,-0.108513442,-0.042584309,0.090686115,0.095092367,0.055166364,-7.15E-04,-0.068491928,-0.041286486,-0.186731065,0.004667916,0.024094665,0.01081844,0.052518277,0.03852836,-0.138296712,0.155748479,0.065092859,0.127928489,0.094847686,0.032865115,-0.054196505,-0.096896735,0.076596978,0.154099177,0.131229306,0.157860068,0.151736825,0.036935132,0.121476897,0.2164642,0.121471374,0.072136241,0.102163278,-0.055614123,0.138268544,0.05795247,0.056212753,0.239739932,0.067267248,0.03807282,-0.020295915,0.077576572,0.268245393,0.138191796,0.009673322,-0.186731083,-0.029425203,0.009457087,0.027334865,0.080881488,0.109933738,0.01399744,0.052469692,0.074798535,0.069709393,0.093264414,0.082559304,0.0182181,0.002940974,0.128011173,-0.184404628,-0.039315063,-0.111479431,-0.046168036,-0.056520317,-0.168911006,0.010928633,-0.032091678,-0.023049074,-0.049457203,-0.445935098,-0.238027319,0.422102158,0.61095815,0.48284259,0.539559165,0.534950336,0.490923477,0.705049336,0.699552365,0.998500186,0.518650288,0.691342642,0.831450745,0.720628479,0.328345994,0.728200509,0.895040825,0.894968994,0.699118313,0.134552712,0.537810447,0.420916376,0.347341744,0.308998836,0.325631813,0.281227485,0.414361605,0.485080784,0.410291584,0.315818398,0.230417182,0.166245766,0.251786039,0.575196484,0.58989883,0.688102372,0.555578491,0.399836516,0.311442416,0.188826203,0.245894451,0.164198224,0.363364445,0.646996035,0.832941864,0.628072379,0.37600044,0.302400594,0.177915498,0.279419901,0.917521783,0.709821099,0.700735155,0.603168127,0.524326513,0.181965723,0.376783539,0.215321223,0.129515399
PI642998,0.209080299,0.006246479,0.013188129,0.021801973,0.046296246,0.055108269,-0.230544849,-0.418087933,0.037754924,0.019284411,-0.002891675,-0.010267602,0.00901104,-0.061365049,-0.173069453,0.118725958,0.095616913,0.015133269,-0.046745146,-0.035295523,0.118558556,0.01820774,-0.020621425,0.029721405,-0.017050269,0.106048979,-0.07118306,0.013494115,0.046970489,-0.105802822,-0.041500589,0.472422407,0.212622525,-0.015655567,-0.021502492,-0.012475972,-0.07589165,-0.136571511,-0.030518004,0.013528793,0.004406426,-0.00117727,0.034850424,-0.010560899,-0.232221101,0.036712173,0.100113413,-0.033322786,0.0376175,0.346257227,-0.086197343,-0.027098456,0.019279945,0.172247451,0.133883867,0.166448354,0.162963695,0.103362587,0.20474414,0.101186643,0.004837227,-0.028404555,0.061419084,0.225695373,-0.002886654,0.088066947,0.16184102,-0.034525359,0.047038465,0.249687287,0.451500217,0.300379879,0.14073752,0.233022736,-0.136571508,-0.057616166,-0.006859415,0.066783227,0.048395288,0.122877665,-0.037082757,0.07303935,0.10847488,0.054206584,0.058827868,-0.025829598,0.073565349,0.050316581,0.081784304,0.050079156,0.011037161,-0.212270473,-0.041706889,0.066369066,0.088894669,0.078145281,0.041996086,0.02468722,0.111555481,-0.202077008,0.035280717,0.479369799,0.631912599,0.491350915,0.457633078,0.561564266,0.518069854,0.847875316,0.648369812,0.962060215,0.449257611,0.697170019,0.867005164,0.730045998,0.291111497,0.691956869,0.834387373,0.870936981,0.645139215,0.036685644,0.568860461,0.408382401,0.309165009,0.474517999,0.154776453,-0.21728485,0.170912583,0.471884842,0.369488884,0.135017759,-0.039590329,-0.119967442,-0.109567272,0.558400652,0.561798134,0.603248241,0.395191965,0.298358337,0.11614927,-0.037102637,-0.096818965,-0.147369666,0.374263141,0.627840902,0.577461684,0.552567233,0.369521947,0.160804105,0.072872599,-0.218425983,0.974221096,0.671616456,0.698839263,0.500749315,0.406982707,0.253048399,0.414446415,0.293729703,0.063737035
PI533800,-0.019176695,-0.011620187,-1.21E-04,0.043917152,0.064754611,0.391054435,-0.046961034,-0.445435513,0.052928767,0.039491461,0.021433098,0.102318763,0.047154536,-0.006343092,0.154569673,0.10889839,0.150289293,0.101982845,0.033846134,-0.043637462,0.183326386,0.015907862,0.041151071,0.048820093,0.147309349,0.050677381,0.220001308,0.061952785,-0.209173774,0.144625287,-0.134281629,0.042945987,0.037971268,0.100437502,0.065236257,-0.092556394,-0.224556681,-0.249297377,0.066058861,0.022048582,0.037092461,0.093826942,0.060450999,-0.127660234,-0.186451732,-0.017703174,0.137493808,0.172645496,0.056391152,-0.079320579,-0.157459899,-0.114592976,0.083253872,0.116111342,0.153732789,0.087203114,0.094152641,0.099417997,0.248912806,0.095644506,0.065760102,-0.066484908,0.213676676,0.170742419,0.063355567,0.065257506,0.228339143,-0.090730835,-0.069084171,0.222179475,0.16506379,0.207588861,0.112278741,0.134580126,-0.249297375,-0.091660337,0.069744467,-0.013875659,0.131625974,0.11331187,-0.053806021,0.056017077,0.110224381,0.10590495,0.086016322,0.024163583,0.0097282,0.00603045,0.138219723,-0.287018017,-0.240741353,-0.010633523,0.051442696,0.063394579,0.234575134,0.103005866,0.180497248,0.186097202,0.108452511,-0.416722153,-0.248290638,-0.008068709,0.213718865,0.371451083,0.259112465,0.310421612,0.270615125,0.167043551,0.58821769,0.743637884,0.314079479,0.453082319,0.489314308,0.151681342,0.21510303,0.507996353,0.61184383,0.49829092,0.270331603,0.256752932,0.421941689,0.235022713,0.072350136,0.026368001,0.177335144,-0.005529154,0.298365573,0.301568961,0.193654963,0.070622441,-0.010761081,-0.064983247,-0.013426332,0.49008326,0.413950189,0.477076718,0.278012138,0.265507894,0.235144553,0.120874637,0.10454319,0.030553482,0.756969322,0.601433588,0.634247791,0.435180182,0.294120264,0.228802541,0.134423689,0.142551281,0.637359308,0.584796589,0.419084667,0.355294978,-0.018288731,-5.80E-04,0.187973683,-0.148114812,-0.128543308
PI656106,-0.012132905,-0.019471899,0.010891777,0.024109129,0.093802104,0.265927426,-0.030626677,-0.307947417,0.063807939,0.088629905,0.056054507,0.072974667,0.074524505,-0.010125516,-0.002331255,0.123853356,0.130458305,0.11069165,0.018884977,-0.006636391,0.042222737,0.101454292,0.042996015,0.097718852,0.114537489,0.118820827,0.085172308,0.049394365,-0.098772708,0.056120647,-0.032822926,0.088226434,0.086807909,0.056048542,0.040775037,-0.046656314,-0.09564271,-0.111497839,0.105986094,0.061769697,0.072309811,0.101665063,0.068049226,-0.05808173,0.110232602,0.067891717,0.132036976,0.143238811,0.068888629,-0.052638946,-0.008423027,-0.056156591,0.083469568,0.15163388,0.101026488,0.190309161,0.258977031,0.196604347,0.201867867,0.195220858,0.088336506,0.039919099,0.089972771,0.282484836,0.064802649,0.099900989,0.193473928,-0.058930949,0.024788036,0.335785258,0.257198156,0.351021667,0.179384062,0.150791109,-0.111497924,0.023101158,0.108926201,0.043172441,0.134794496,0.127930984,-0.01553218,0.071511996,0.196420855,0.113490423,0.081446047,-0.021385326,0.076489001,0.045316703,0.07595468,-0.128569526,-0.00585058,0.0362351,6.73E-04,0.040493885,0.043445428,0.084616677,0.059365386,0.064183265,0.060714876,-0.199026467,1.10E-04,0.150937683,0.430388279,0.462933471,0.363213153,0.405380026,0.418801185,0.248214601,0.555155012,0.734300504,0.296040946,0.447831362,0.429424716,0.024932357,0.190545241,0.566244785,0.600320036,0.686303773,0.252970301,0.05956252,0.411829931,0.244079242,0.114651178,0.255404307,0.117284377,-0.112623412,0.30154659,0.309125258,0.184070768,0.055622933,-0.048854437,-0.114152822,-0.069718805,0.535872734,0.460822758,0.485501048,0.321096561,0.166622429,0.105187254,0.004025846,-0.049959342,-0.109632047,0.311109203,0.60225513,0.557740169,0.423979581,0.204404922,0.12005967,-0.014587649,-0.031230272,0.73604108,0.602532227,0.464379293,0.417039715,-0.006253565,-0.125621429,0.26231704,-0.1184833,-0.126201927
PI659696,-0.038455919,-0.057605988,-0.038241303,-0.043601227,-0.020531372,0.27247829,-0.228842796,-0.289677596,2.86E-05,-0.019085631,-0.029447511,-0.008736438,-0.005960711,-0.070668794,0.109558284,0.076926844,0.089138471,0.042781269,0.001797888,-0.064732635,0.147619214,0.027375241,3.76E-04,0.011589851,0.080444748,0.031332843,0.003265749,-0.015015842,-0.315446566,0.007756852,-0.261458122,-0.01135989,-0.043691726,-3.77E-04,-0.044044968,-0.110409925,-0.263797807,-0.14653035,-0.074143404,-0.008897389,-0.056656247,0.002061173,-0.002697538,-0.055493665,0.048482097,0.001629008,0.081178153,0.011156248,0.014649153,-0.064436401,-0.270087711,-0.140728644,0.023655399,-0.022990938,0.024764041,0.032251259,0.059276706,0.056084091,0.017874728,0.054418225,-0.036698202,-0.077644719,-0.120148774,0.067619467,-0.038819104,-0.025710865,0.073174671,-0.142844521,-0.092572398,0.018256124,0.032094472,0.076809102,0.057734983,-0.161932656,-0.146530348,-0.169773398,-0.071066975,-0.059650431,-0.015566902,0.006860426,-0.116870013,-0.00870027,0,-0.02085414,-0.019234377,-0.081994452,-0.012478934,-0.039270977,0.020615491,-0.052057153,-0.002287559,-0.085978873,-0.069812655,-0.082513038,-0.032508913,-0.074748668,-0.056449009,-0.050529198,-0.079517639,-0.237784128,-0.268687768,0.152904915,0.446963965,0.468104387,0.35459611,0.366496885,0.420434334,0.518283004,0.5942938,0.937740744,0.39606053,0.556431186,0.814170907,0.558001528,0.255018931,0.636112204,0.756334184,0.800467494,0.548542663,0.065024192,0.452009875,0.361974106,0.157602324,0.124746778,0.133094341,-0.226687873,0.28153506,0.413301366,0.209191307,0.06683312,-0.03502845,-0.094563044,5.68E-05,0.56447701,0.482104824,0.502575504,0.313453211,0.173891522,0.090270625,0.029928473,-0.021730091,-0.091867632,0.393994139,0.650749102,0.566463367,0.427059461,0.235873685,0.109781963,0.004025687,-0.01342524,0.5415216,0.648598699,0.482649674,0.471281131,0.437617952,-0.014641714,0.272806663,0.093922899,-0.10237976
PI534128,-0.028235521,-0.022502889,-0.037741426,-0.001172397,0.055999241,0.205703227,-0.28534573,-0.398093671,0.051840239,0.111561258,0.064289845,0.075839796,0.123790111,0.06323781,0.197150303,0.189884027,0.145674056,0.141653721,0.093371167,-0.035096052,0.384035456,0.166573725,0.153415689,0.088319636,0.173275469,0.090502458,0.042973892,0.030056449,0.025256321,-0.026375669,0.052167691,0.251882843,0.374607787,0.096663375,0.092229556,0.010314088,-0.093302745,0.078012567,0.085998189,0.093734495,0.076624629,0.147468911,0.060471286,-0.158577818,0.200121235,0.102275704,0.165547117,0.195036134,0.062437516,0.205480532,-0.006641481,-0.09732363,-0.045444165,0.069473189,0.127096281,0.092371409,0.032902614,0.072192579,0.03009178,0.073365589,0.026099648,-0.002572116,0.039437097,0.207921158,0.037330325,0.057584333,0.15232701,-0.102550439,0.018465187,0.092229134,0.138996088,0.255620572,0.128960157,0.116391428,0.078012569,0.152953624,0.093990856,0.008298165,0.063868803,0.102669468,-0.063105937,0.043737274,0.053406048,0.046252956,0.013520244,-0.063547361,0.051686099,-0.018165845,0.101041654,0.044130377,0.037375252,0.016870714,-0.038092242,-0.009615487,-0.031178382,0.004672423,0.00306237,-0.007690277,0.03677353,-0.173450115,-0.327718413,0.125227403,0.409992426,0.474047705,0.345090331,0.348914212,0.295594341,0.345375895,0.49158154,0.327695817,0.210419427,0.255298457,0.417353198,0.09961075,0.135262143,0.439235352,0.579693573,0.246399638,0.423739717,0.129556706,0.334175824,0.196115564,0.112417814,0.171510947,0.199278434,-0.040260889,0.24347536,0.303573737,0.233966677,0.159557459,0.066138404,-0.030853197,-0.210165905,0.43678915,0.448527045,0.497104524,0.362453447,0.225254745,0.215011293,0.085315884,0.040854914,-0.05681112,0.516927616,0.536992173,0.591809828,0.46479356,0.285873525,0.221489127,0.059304119,0.052382927,0.589917194,0.577583317,0.529851849,0.404897165,0.172779409,-0.081681685,0.235000679,-0.064420375,-0.154058768
PI533755,0.091973226,0.066970369,0.083938297,-0.016629536,0.073941807,0.083248994,-0.262536639,-0.225388496,0.025914654,0.024069589,0.003265783,0.003300752,0.023017273,0.012052527,-0.007233572,-0.006241241,0.034516058,-0.004428563,0.012249852,-0.022760852,-0.060370144,-0.017491413,-0.014521227,0.070812498,-0.047994858,0.018541548,-0.106936765,0.023444318,-0.058605152,-0.037445484,0.016247203,0.02535825,5.93E-04,-0.008839218,0.00693241,0.03790224,0.035488706,-0.134554718,-0.003682371,0.030112714,0.003025708,-0.00702064,0.026578465,-0.267405378,-0.204930975,0.067213896,-0.045471805,-0.051114588,0.038610378,0.23825272,0.011356262,-0.112489715,0.242295725,0.118749723,0.164201282,0.028548027,0.066393897,0.10036107,0.188627686,0.09670377,0.035163682,0.02913903,0.123785199,0.100863843,0.017207861,0.056151992,0.128598632,-0.093043116,0.080983727,-0.070234539,0.069191016,0.082907262,0.088778167,0.126587183,-0.134554679,-0.03302836,0,0.076944934,0.05277267,0.072352462,-0.00651967,-0.002150308,0.072879877,0.05487553,0.076603112,0.01250477,0.087588305,0.041462187,0.10572766,-0.032767902,0.017540389,-0.020238368,-0.120361397,0.079252445,0.07983556,0.02855737,-0.022877412,-0.053865065,0.08228634,-0.263619047,-0.275109056,0.044406765,0.322046242,0.381839968,0.269002861,0.251014694,0.21644058,0.085844841,0.432232785,0.299463216,0.200770311,0.254279443,0.361485192,0.296432315,0.123824235,0.382372703,0.62541042,0.471136731,0.478971793,0.488801095,0.311500792,0.20787711,0.158003763,0.258250761,-0.101770843,0.34064018,0.214876654,0.269620315,0.174131212,0.080080411,0.032071539,5.80E-04,0.040229754,0.444651153,0.416434225,0.43820447,0.2680951,0.127580415,0.052187629,0.00672241,-0.015572984,-0.060020645,0.35383025,0.577043378,0.2199049,0.394285379,0.130741808,0.067616293,-0.026758048,-0.009312871,0.62404706,0.489574736,0.500907917,0.389727201,0.448433132,-0.104307527,0.238648444,0.125662655,-0.047036944
PI656029,0.057179478,-0.095233789,-0.052892743,-0.043194577,-0.096470911,-0.08349383,-0.300675565,-0.346523456,-0.015931063,-0.011897441,-0.017973517,-0.08534603,-0.112967412,-0.103356382,-0.008370481,-0.057038042,-0.041555521,-0.102383456,-0.081762742,-0.122853389,0.019968555,-0.081086739,-0.04872786,-0.048676837,0.055289463,-0.059936229,-0.017710167,-0.040461183,-0.227665135,-0.167814546,-0.289025598,-0.038077594,-0.037725158,-0.068246812,-0.095153607,-0.012653548,-0.074387533,-0.045106509,-0.081019848,-0.098988671,-0.061663508,-0.085703846,-0.0111474,-0.012940245,-0.214920318,-0.062167947,-0.042524661,-0.051309291,5.82E-04,0.429438599,-0.126241301,-0.176701726,-0.072262915,-0.106289012,-0.065317408,-0.084661684,-0.116004572,-0.091039703,-0.030822907,-0.092913679,-0.081945479,-0.143019129,0.078236333,-0.015685479,-0.104247148,-0.098136276,-0.031473265,-0.1765037,-0.101617037,-0.109328673,-0.083510079,0.034968842,-0.142880397,-0.200751806,-0.045106432,-0.111798023,-0.059667307,-0.014863724,-0.118479243,-0.06384812,-0.125494186,-0.057129925,-0.130301447,-0.133966145,-0.083365777,-0.08639794,-0.093763627,-0.051414415,-0.021558524,-0.052835342,-0.103113875,-0.056992356,0.016643207,-0.0151662,0.034373135,0.015110532,-0.008537357,-0.019765091,0.008682991,-0.369384574,-0.362864491,-0.089430535,0.086417831,0.091992194,0.053411595,0.016081445,-0.006784293,0.014379715,0.107796165,0.069574699,-0.099469915,-0.090500474,0.136005817,-0.145647298,-0.167662757,0.110010983,0.272154421,0.084717495,-0.089487113,-0.247502941,0.028021064,-0.084388804,-0.078479053,-0.028030559,-0.11069967,-0.150621417,-0.127774701,0.009574059,-0.070818838,-0.119339037,-0.111619543,-0.084182707,-0.097684289,0.052556747,0.098923576,0.148601076,0.011322856,-0.09117009,-0.089792297,-0.064486723,-0.061538132,-0.108084563,-0.073210121,0.159201933,0.098100754,0,-0.11771125,-0.07054459,-0.085512336,-0.026798117,0.157546521,0.117032843,-0.038114988,-0.076238941,-0.048628942,-0.137367345,-0.129883425,-0.175425086,-0.190970666
PI34911,0.003501889,0.109412186,0.112482285,0.044455828,0.088507267,-0.096189833,0.285905395,-0.340040713,0.0342194,0.028070614,0.023884585,0.058937809,0.021804079,0.055595427,0.038140643,0.059779109,0.06539469,0.030011184,0.071659846,0.043442973,0.014778568,0.069920875,0.024432311,0.034437232,0.008319238,0.058788959,0.071743937,0.071516808,-0.082327246,0.070827711,-0.172689163,0.061722957,0.04305101,0.067447295,0.056361736,0.112584991,0.188480478,-0.193456164,0.051934022,0.015616279,0.027881499,0.037104854,0.041188286,0.073434772,0.13625351,-0.003464711,0.068510794,0.03607955,0.041369892,0.304753033,0.074644165,-0.033984226,0.263740027,0.071152665,0.15812727,0.098818617,0.243008054,0.127988547,0.285673527,0.126417129,0.130600492,0.14301945,-0.065158916,0.129880471,0.109417502,0.094531034,0.207812706,-3.34E-05,0.017350747,-8.14E-04,0.053211078,0.207076231,0.160001437,0.02121097,-0.193456204,-0.186454879,0.06048353,0.131791481,0.097340519,0.11583461,0.086991324,0.051288502,0.200572116,0.058931201,0.117451703,0.197002346,0.105703133,0.139236714,0.383350846,0.009418809,0.111034475,0.070117064,-0.034264892,0.042671497,0.158765218,0.050202741,0.089008272,0.065552608,0.068213947,-0.348452366,-0.325930107,0.014940888,0.345631778,0.294822089,0.236731791,0.232198926,0.244661428,0.131341023,0.343167922,0.134054839,0.148713349,0.191898181,0.240967788,-0.106462117,0.103960495,0.288640988,0.387176838,0.082054432,0.003238752,0.044891271,0.25107558,0.118596754,0.092290435,0.073898524,0.01402048,0.081724578,0.165194391,0.22461819,0.159072024,0.125598077,0.105082145,0.136594441,0.257440738,0.34131948,0.380964218,0.416759518,0.300341746,0.229686206,0.185006723,0.120179129,0.23881728,0.271600179,0.107620209,0.420219803,0.495044973,0.23866137,0.19106941,0.13797012,0.111081042,0.258676125,0.382786458,0.355698825,0.200933222,0.005114846,0.051501579,-0.119946331,0.166236542,0.146809908,0.144879952
PI656017,0.806437282,0.117687264,0.099671737,0.03571528,0.106743041,0.065419136,0.015936964,-0.279827904,0.045210991,0.010454198,0.004398072,0.04786388,0.029689205,0.05913563,0.002136531,-0.022971008,0.008459623,0.018885516,0.072350987,0.019262892,-0.136369794,0.047260985,-0.018184979,0.051642723,-0.069288451,-0.027607471,0.044668359,0.067355316,-0.151764923,-0.077882543,-0.261911538,0.363496875,0.522038852,0.016961606,0.026162763,0.121601075,0.19689448,-0.074941092,0.02180844,0.036565374,-0.002198032,0.050314725,0.033332886,-0.022109247,0.194924293,0.026092051,0.070636532,0.041738325,0.052365121,0.230363155,0.106849422,0.132191848,0.112265787,0.067037116,0.199308584,0.071828273,0.052566616,-0.003307876,0.078642657,-0.010830167,0.204268921,0.200723557,-0.031541541,0.070805598,0.023538195,0.100582412,0.287269944,0.107711274,0.570033213,0.332933466,0.042740567,0.144081834,0.018128889,-0.069210033,-0.07494109,0.044024697,0.033122406,0.069918352,0.066932876,0.143233493,0.044347821,0.044240066,0.023203588,0.069498692,0.150499396,0.194929077,0.103360585,0.135756733,0.204084788,0.064390465,0.084955932,0.023295425,-0.091708639,0.044721323,0.073193066,0.006261626,0.041904884,-0.009852929,0.067710942,-0.270634457,-0.309167156,-0.047620517,0.095720987,0.178300215,0.121806727,0.090470357,0.119942914,-0.020774344,0.203270956,0.25305354,0.097789359,0.141714489,0.213244359,-0.096322514,0.034990067,0.227119022,0.3109908,0.151722294,-0.084078919,-0.233582207,0.158446198,0.062708692,0.038863463,-0.074876956,-0.055934118,0.076765831,0.067250541,0.094145923,0.046824367,0.04980062,0.05887826,0.066714756,0.144269025,0.247846481,0.230301533,0.252333986,0.121860416,0.080257916,0.074588169,0.073481782,0.11597014,0.112021782,-6.43E-04,0.349359679,0.293110509,0.18304397,0.075783232,0.061772851,0.052283835,0.146159503,0.298691031,0.305656823,0.018377717,0.110760747,0.011125273,-0.052754207,-0.006346315,0.048446292,-0.094044835
PI533901,-0.047592841,0.030993143,0.004573171,0.120331272,0.075059261,0.314766004,-0.313016616,-0.3057779,0.026360243,0.020644298,-0.001445364,0.077108324,0.0646264,-0.073183248,-0.252275233,0.175881916,0.114643799,0.107668243,-0.02718469,-0.055225146,0.167623572,0.088172451,0.095455696,0.051971075,0.24232054,0.11925178,0.165995219,0.017162462,-0.080382637,0.205184913,-0.065834379,0.41123792,0.54991238,0.065326997,0.033742394,0.081689713,0.255342919,-0.17607317,0.039303344,0.07228252,0.009442287,0.110942794,0.048194134,0.033189779,0.079476743,0.031121636,0.232126354,0.164265068,0.037794507,0.38811713,0.365476992,-0.074499133,0.073332757,0.231776382,0.105717064,0.170501743,0.219167442,0.103510218,0.131874347,0.101168109,0.046623878,-0.005436015,-0.015030879,0.422324097,0.115213739,0.187573506,0.159188026,-0.085140158,0.10739083,0.321928087,0.373575884,0.417776948,0.270773783,0.228536537,-0.176073127,0.301922623,0.025419047,0.067522511,0.109069278,0.122966592,-0.061145052,0.082485658,0.166716933,0.091134145,0.033589765,-0.073350312,0.078418945,0.070090429,0.275147499,0.053729421,0.069684354,0.097419748,0.111032919,0.022117469,0.228298342,0.077950103,0.142200789,0.129502862,0.042668252,-0.244721893,-0.298860142,0.008340885,0.08481277,0.18039062,0.037026156,0.179263477,0.158601572,0.100260593,0.313343539,0.077625183,0.096081614,0.12745263,0.397728028,-0.043928434,0.051962483,0.271556172,0.375914586,0.045294772,0.215916302,-0.11373688,0.215983669,0.081958643,-0.009074049,0.089119918,0.059102213,-0.116802272,0.111225365,0.182115513,0.079656868,0.026507557,-0.055813896,-0.142716527,-0.025569646,0.307915352,0.333159692,0.305160696,0.214226792,0.117839814,0.117964896,0.028845038,-0.06340329,-0.157666928,0.303037565,0.401829266,0.435621696,0.191709652,0.197817269,0.139347921,-0.008118983,-0.071688343,0.257443624,0.327633775,0.100629035,0.012144431,0.063707703,-0.106723883,0.121296203,-0.005306335,-0.130016782
